maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00581,SR-00581,EQ-0040,Crawler Dozer,35T Class Dozer,SITE-04,2026-06-25,Corrective,High,15137,Arm Cylinder,Overheating,reduced digging force,blocked cooler core,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0926,6.02,2.84,7822.53,4641.9,12464.43,Completed
MR-00582,SR-00582,EQ-0182,Motor Grader,16M Class Grader,SITE-02,2025-03-26,Corrective,Medium,5062,Boom Cylinder,Cylinder seal wear,bucket cylinder leaking externally,blocked cooler core,inspected valve spool movement and cleaned the valve assembly,Hydraulic filter,TECH-0558,8.33,4.95,30482.28,5185.21,35667.49,Completed
MR-00583,SR-00583,EQ-0187,Wheel Loader,25T Class Wheel Loader,SITE-04,2026-07-15,Corrective,Medium,1897,Main Control Valve,Filter blockage,reduced digging force,degraded hydraulic fluid,replaced damaged hose and pressure-tested the circuit,Pump seal kit,TECH-0272,13.79,8.28,46792.87,14798.42,61591.29,Completed
MR-00584,SR-00584,EQ-0029,Hydraulic Excavator,20T Class Excavator,SITE-01,2024-09-14,Corrective,Low,2042,Travel Motor,Restricted flow,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,TECH-0268,4.03,1.42,831.3,4431.63,5262.93,Completed
MR-00585,SR-00585,EQ-0008,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-04-29,Corrective,High,13772,Hydraulic Filter,Line restriction,filter restriction indicator activated,degraded hydraulic fluid,checked pressure and flow at operating temperature,Hydraulic hose,TECH-0713,0.82,6.12,46681.01,670.41,47351.42,Completed
MR-00586,SR-00586,EQ-0177,Crawler Dozer,25T Class Dozer,SITE-03,2022-12-04,Preventive,High,16542,Travel Motor,External leakage,boom movement slow under load,damaged hydraulic hose,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0668,2.17,5.54,31257.01,1567.27,32824.28,Completed
MR-00587,SR-00587,EQ-0126,Hydraulic Excavator,20T Class Excavator,SITE-08,2026-06-14,Preventive,Medium,13799,Hydraulic Cooler,Cooler restriction,bucket will not open normally,restricted hydraulic line,replaced damaged hose and pressure-tested the circuit,Pump seal kit,TECH-0319,2.44,1.18,21937.87,2581.81,24519.68,Completed
MR-00588,SR-00588,EQ-0177,Crawler Dozer,25T Class Dozer,SITE-03,2024-06-24,Preventive,Medium,11746,Fuel System,Air ingress,pump noise increases during operation,damaged cylinder seal,checked pump output and inspected for internal leakage,Return filter element,TECH-0146,5.77,8.41,12436.11,6318.53,18754.64,Closed
MR-00589,SR-00589,EQ-0044,Wheel Loader,25T Class Wheel Loader,SITE-02,2022-07-24,Inspection,Low,18287,Hydraulic Hose,Valve sticking,hydraulic flow is low at operating temperature,degraded hydraulic fluid,replaced restricted hydraulic filter and checked contamination source,No replacement part,TECH-0806,6.44,4.73,26529.22,6963.96,33493.18,Completed
MR-00590,SR-00590,EQ-0115,Crawler Dozer,25T Class Dozer,SITE-05,2026-06-04,Corrective,High,14255,Hydraulic Filter,External leakage,hydraulic oil appears contaminated,sticking spool valve,replaced damaged seal kit and performed leak test,Valve O-rings,TECH-0676,14.46,1.17,41719.82,13859.5,55579.32,Completed
MR-00591,SR-00591,EQ-0087,Hydraulic Excavator,30T Class Excavator,SITE-05,2026-02-09,Corrective,Critical,7595,Hydraulic Hose,Pump wear,reduced digging force,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0825,10.36,1.76,44364.86,9883.67,54248.53,Closed
MR-00592,SR-00592,EQ-0044,Wheel Loader,25T Class Wheel Loader,SITE-02,2025-11-29,Condition-Based,High,16583,Hydraulic Cooler,Internal leakage,bucket cylinder leaking externally,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Hydraulic line fittings,TECH-0287,3.29,4.49,27814.73,3496.98,31311.71,Completed
MR-00593,SR-00593,EQ-0069,Hydraulic Excavator,20T Class Excavator,SITE-02,2023-07-01,Corrective,High,14176,Bucket Cylinder,Internal leakage,reduced digging force,internal cylinder leakage,cleaned cooler and verified hydraulic oil temperature,Hydraulic hose,TECH-0952,2.08,6.92,40358.3,2102.47,42460.77,Closed
MR-00594,SR-00594,EQ-0092,Wheel Loader,25T Class Wheel Loader,SITE-06,2026-06-13,Corrective,Low,4681,Accumulator,Hose failure,pilot pressure below expected range,damaged hydraulic hose,inspected hydraulic circuit and isolated the affected component,No replacement part,TECH-0223,11.93,5.34,26299.37,10370.63,36670.0,Completed
MR-00595,SR-00595,EQ-0060,Motor Grader,14M Class Grader,SITE-08,2022-04-08,Inspection,Medium,11287,Hydraulic Line,Internal leakage,travel function loses power on incline,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0210,4.19,6.32,57733.52,3844.39,61577.91,Completed
MR-00596,SR-00596,EQ-0030,Hydraulic Excavator,35T Class Excavator,SITE-02,2023-08-16,Inspection,Medium,5514,Hydraulic Tank,Cylinder seal wear,visible oil leak near hydraulic line,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Cooler gasket set,TECH-0346,10.14,3.34,45206.09,9181.49,54387.58,Completed
MR-00597,SR-00597,EQ-0088,Backhoe Loader,4WD Backhoe Loader,SITE-03,2023-02-13,Corrective,Medium,3218,Hydraulic Pump,Line restriction,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0469,4.75,3.49,47032.15,3924.96,50957.11,Completed
MR-00598,SR-00598,EQ-0051,Backhoe Loader,4WD Backhoe Loader,SITE-08,2024-09-09,Condition-Based,Medium,10570,Boom Cylinder,Oil contamination,hydraulic flow is low at operating temperature,restricted hydraulic line,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0344,10.83,10.84,14762.94,5462.12,20225.06,Completed
MR-00599,SR-00599,EQ-0115,Crawler Dozer,25T Class Dozer,SITE-05,2022-12-04,Corrective,High,10589,Engine Cooling System,Cooler restriction,travel function loses power on incline,loss of accumulator pre-charge,checked pump output and inspected for internal leakage,Pump seal kit,TECH-0245,3.95,4.66,44867.14,3593.4,48460.54,Follow-up Required
MR-00600,SR-00600,EQ-0178,Crawler Dozer,35T Class Dozer,SITE-04,2025-09-24,Condition-Based,High,4205,Accumulator,Pump wear,pump noise increases during operation,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic oil,TECH-0249,13.42,0.53,19676.97,8312.61,27989.58,Closed
MR-00601,SR-00601,EQ-0177,Crawler Dozer,25T Class Dozer,SITE-03,2022-12-21,Corrective,Medium,12387,Hydraulic Pump,External leakage,arm movement slow after hydraulic oil warms,degraded hydraulic fluid,inspected valve spool movement and cleaned the valve assembly,Valve O-rings,TECH-0519,7.84,0.99,58544.48,7464.99,66009.47,Completed - Monitor
MR-00602,SR-00602,EQ-0236,Wheel Loader,20T Class Wheel Loader,SITE-07,2025-06-11,Inspection,Medium,15144,Hydraulic Filter,Line restriction,pump noise increases during operation,sticking spool valve,checked accumulator pre-charge and restored it to service specification,Valve O-rings,TECH-0595,9.83,8.3,22583.49,10482.2,33065.69,Completed
MR-00603,SR-00603,EQ-0117,Wheel Loader,20T Class Wheel Loader,SITE-01,2026-07-18,Corrective,High,3037,Hydraulic Hose,Internal leakage,travel function loses power on incline,damaged hydraulic hose,replaced damaged seal kit and performed leak test,Valve O-rings,TECH-0029,6.06,0.25,4089.52,3547.52,7637.04,Completed - Monitor
MR-00604,SR-00604,EQ-0207,Hydraulic Excavator,30T Class Excavator,SITE-01,2025-01-05,Corrective,Medium,2361,Hydraulic Hose,Oil contamination,reduced digging force,loss of accumulator pre-charge,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,TECH-0936,1.24,2.49,19890.44,875.1,20765.54,Completed
MR-00605,SR-00605,EQ-0215,Hydraulic Excavator,45T Class Excavator,SITE-02,2025-04-22,Preventive,Medium,13427,Hydraulic Tank,Cooler restriction,arm movement slow after hydraulic oil warms,sticking spool valve,inspected hydraulic circuit and isolated the affected component,Pump seal kit,TECH-0695,14.01,5.44,54692.2,11136.41,65828.61,Completed - Monitor
MR-00606,SR-00606,EQ-0006,Hydraulic Excavator,20T Class Excavator,SITE-05,2025-09-25,Corrective,Critical,15868,Bucket Cylinder,External leakage,pump noise increases during operation,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic hose,TECH-0035,10.16,7.13,57436.01,6556.56,63992.57,Completed
MR-00607,SR-00607,EQ-0146,Hydraulic Excavator,20T Class Excavator,SITE-01,2025-05-16,Preventive,High,4682,Travel Motor,Oil contamination,filter restriction indicator activated,restricted return filter,replaced damaged hose and pressure-tested the circuit,Pump seal kit,TECH-0864,15.14,3.04,23775.18,8774.5,32549.68,Follow-up Required
MR-00608,SR-00608,EQ-0053,Hydraulic Excavator,20T Class Excavator,SITE-06,2023-01-26,Corrective,Medium,11741,Bucket Cylinder,Cylinder seal wear,bucket will not open normally,restricted hydraulic line,checked pressure and flow at operating temperature,Accumulator charging kit,TECH-0014,13.4,4.71,57661.1,13939.75,71600.85,Follow-up Required
MR-00609,SR-00609,EQ-0106,Hydraulic Excavator,30T Class Excavator,SITE-04,2024-06-10,Preventive,High,17390,Fuel System,Restricted flow,visible oil leak near hydraulic line,damaged cylinder seal,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0624,12.83,8.68,26474.7,6340.71,32815.41,Closed
MR-00610,SR-00610,EQ-0165,Wheel Loader,25T Class Wheel Loader,SITE-03,2025-06-11,Corrective,Low,7858,Main Control Valve,External leakage,pump noise increases during operation,low pilot supply pressure,inspected suction line for air ingress and corrected the connection,Hydraulic filter,TECH-0034,9.84,1.73,61650.27,5549.62,67199.89,Completed
MR-00611,SR-00611,EQ-0040,Crawler Dozer,35T Class Dozer,SITE-04,2024-10-13,Corrective,Medium,5927,Hydraulic Tank,Cooler restriction,swing movement is slow,restricted hydraulic line,replaced restricted hydraulic filter and checked contamination source,Pilot filter,TECH-0781,9.25,5.76,47381.41,7577.24,54958.65,Completed
MR-00612,SR-00612,EQ-0078,Hydraulic Excavator,20T Class Excavator,SITE-08,2022-12-21,Corrective,High,15250,Hydraulic Pump,Pump wear,swing movement is slow,degraded hydraulic fluid,inspected valve spool movement and cleaned the valve assembly,Pilot filter,TECH-0428,7.42,4.7,37136.76,4491.19,41627.95,Completed
MR-00613,SR-00613,EQ-0131,Wheel Loader,20T Class Wheel Loader,SITE-01,2026-05-25,Corrective,High,16051,Fuel System,Valve sticking,bucket cylinder leaking externally,degraded hydraulic fluid,cleaned cooler and verified hydraulic oil temperature,No replacement part,TECH-0434,3.55,6.81,63954.91,1821.44,65776.35,Closed
MR-00614,SR-00614,EQ-0027,Wheel Loader,25T Class Wheel Loader,SITE-07,2022-01-25,Corrective,Medium,17856,Hydraulic Hose,Pump wear,hydraulic oil appears contaminated,low pilot supply pressure,checked accumulator pre-charge and restored it to service specification,Cylinder seal kit,TECH-0096,6.68,8.04,11257.42,6050.94,17308.36,Completed
MR-00615,SR-00615,EQ-0127,Hydraulic Excavator,20T Class Excavator,SITE-06,2025-01-09,Inspection,Low,17817,Accumulator,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected valve spool movement and cleaned the valve assembly,Hydraulic line fittings,TECH-0142,1.41,7.57,18165.04,1243.75,19408.79,Completed
MR-00616,SR-00616,EQ-0203,Backhoe Loader,4WD Backhoe Loader,SITE-01,2023-04-10,Corrective,Medium,12297,Engine Cooling System,Internal leakage,arm movement slow after hydraulic oil warms,damaged hydraulic hose,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,TECH-0210,1.52,0.25,52507.8,989.47,53497.27,Completed
MR-00617,SR-00617,EQ-0195,Hydraulic Excavator,20T Class Excavator,SITE-04,2025-01-05,Corrective,Medium,12637,Main Control Valve,Cooler restriction,reduced digging force,worn pump components,cleaned cooler and verified hydraulic oil temperature,Pilot filter,TECH-0464,7.3,6.43,10347.15,7849.04,18196.19,Completed
MR-00618,SR-00618,EQ-0046,Hydraulic Excavator,20T Class Excavator,SITE-08,2025-07-15,Corrective,Medium,5310,Hydraulic Filter,External leakage,hydraulic response is jerky,loss of accumulator pre-charge,checked accumulator pre-charge and restored it to service specification,No replacement part,TECH-0895,11.5,4.15,58441.04,12383.21,70824.25,Completed
MR-00619,SR-00619,EQ-0151,Hydraulic Excavator,20T Class Excavator,SITE-08,2026-06-20,Preventive,Medium,4157,Hydraulic Pump,Valve sticking,arm movement slow after hydraulic oil warms,sticking spool valve,checked pump output and inspected for internal leakage,Hydraulic line fittings,TECH-0593,8.33,2.49,41319.46,4535.02,45854.48,Completed
MR-00620,SR-00620,EQ-0146,Hydraulic Excavator,20T Class Excavator,SITE-01,2022-07-09,Condition-Based,Medium,5740,Swing Motor,Line restriction,swing movement is slow,degraded hydraulic fluid,replaced restricted hydraulic filter and checked contamination source,No replacement part,TECH-0762,11.05,7.19,601.18,9437.19,10038.37,Completed
MR-00621,SR-00621,EQ-0144,Crawler Dozer,35T Class Dozer,SITE-08,2025-01-24,Corrective,High,8552,Arm Cylinder,Oil contamination,arm movement slow after hydraulic oil warms,worn pump components,inspected suction line for air ingress and corrected the connection,Valve O-rings,TECH-0999,12.37,1.2,33914.63,12986.16,46900.79,Completed
MR-00622,SR-00622,EQ-0213,Wheel Loader,25T Class Wheel Loader,SITE-06,2024-05-01,Corrective,Medium,6368,Pilot Valve,Cylinder seal wear,boom movement slow under load,degraded hydraulic fluid,tested pilot pressure and inspected pilot circuit,Accumulator charging kit,TECH-0917,14.34,5.58,42000.56,14067.09,56067.65,Completed
MR-00623,SR-00623,EQ-0004,Hydraulic Excavator,35T Class Excavator,SITE-03,2024-08-31,Corrective,Medium,5166,Main Control Valve,Overheating,bucket will not open normally,sticking spool valve,checked accumulator pre-charge and restored it to service specification,No replacement part,TECH-0350,6.43,3.79,31870.02,6422.39,38292.41,Closed
MR-00624,SR-00624,EQ-0236,Wheel Loader,20T Class Wheel Loader,SITE-07,2024-07-17,Preventive,High,17135,Main Control Valve,Filter blockage,hydraulic response is jerky,sticking spool valve,inspected valve spool movement and cleaned the valve assembly,No replacement part,TECH-0242,9.26,0.25,19461.87,5997.19,25459.06,Completed
MR-00625,SR-00625,EQ-0048,Hydraulic Excavator,30T Class Excavator,SITE-08,2024-04-16,Corrective,High,13169,Boom Cylinder,Air ingress,hydraulic oil appears contaminated,loss of accumulator pre-charge,cleaned cooler and verified hydraulic oil temperature,Return filter element,TECH-0154,7.4,4.72,64134.41,6794.95,70929.36,Completed
MR-00626,SR-00626,EQ-0171,Hydraulic Excavator,45T Class Excavator,SITE-07,2022-02-06,Inspection,Medium,13604,Pilot Valve,Oil contamination,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,checked pressure and flow at operating temperature,Cylinder seal kit,TECH-0807,3.32,0.25,29919.87,3477.12,33396.99,Completed
MR-00627,SR-00627,EQ-0179,Hydraulic Excavator,35T Class Excavator,SITE-02,2022-05-07,Preventive,Medium,3903,Arm Cylinder,Low pilot pressure,hydraulic oil temperature rises during continuous operation,internal cylinder leakage,replaced damaged hose and pressure-tested the circuit,Hydraulic hose,TECH-0904,5.04,5.32,47381.1,2939.97,50321.07,Completed
MR-00628,SR-00628,EQ-0172,Hydraulic Excavator,35T Class Excavator,SITE-03,2023-03-09,Condition-Based,Medium,12054,Fuel System,Low pilot pressure,hydraulic oil appears contaminated,air entering suction line,cleaned cooler and verified hydraulic oil temperature,Pump seal kit,TECH-0743,12.34,7.93,64158.59,8436.82,72595.41,Completed
MR-00629,SR-00629,EQ-0144,Crawler Dozer,35T Class Dozer,SITE-08,2022-02-03,Inspection,Medium,7890,Bucket Cylinder,Overheating,travel function loses power on incline,low pilot supply pressure,checked accumulator pre-charge and restored it to service specification,Hydraulic line fittings,TECH-0215,13.12,6.55,36803.38,7764.36,44567.74,Follow-up Required
MR-00630,SR-00630,EQ-0149,Hydraulic Excavator,20T Class Excavator,SITE-06,2022-03-20,Corrective,High,8013,Hydraulic Hose,Valve sticking,hydraulic oil temperature rises during continuous operation,damaged hydraulic hose,tested pilot pressure and inspected pilot circuit,Hydraulic line fittings,TECH-0551,11.75,5.07,64081.36,7221.5,71302.86,Closed
MR-00631,SR-00631,EQ-0067,Hydraulic Excavator,30T Class Excavator,SITE-03,2024-10-13,Corrective,Medium,6455,Hydraulic Hose,Valve sticking,hydraulic oil appears contaminated,internal cylinder leakage,inspected suction line for air ingress and corrected the connection,Hydraulic oil,TECH-0730,3.29,3.0,49757.42,1738.71,51496.13,Completed
