service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00545,MR-00545,EQ-0069,TECH-0401,2026-05-22,Corrective,Day,2510,Hydraulic Line: Pump wear; observed symptom: filter restriction indicator activated.,Filter inspection and fluid condition check,blocked cooler core,tested pilot pressure and inspected pilot circuit,No replacement part,Pressure test passed,9.33,0.25,38912.33,2026-12-04,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00546,MR-00546,EQ-0235,TECH-0417,2022-10-27,Corrective,Day,17760,Hydraulic Pump: Overheating; observed symptom: travel function loses power on incline.,Leak inspection and functional test,loss of accumulator pre-charge,replaced damaged seal kit and performed leak test,Return filter element,Leak test passed,9.8,4.47,65963.94,2023-01-19,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00547,MR-00547,EQ-0232,TECH-0371,2023-11-01,Preventive,Night,7039,Travel Motor: Cylinder seal wear; observed symptom: visible oil leak near hydraulic line.,Pressure and flow measurement,air entering suction line,replaced restricted hydraulic filter and checked contamination source,Hydraulic hose,Leak test passed,12.19,4.56,25954.89,2024-01-25,Closed,"Technician checked Travel Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00548,MR-00548,EQ-0109,TECH-0297,2022-11-10,Preventive,Night,8979,Swing Motor: Hose failure; observed symptom: boom movement slow under load.,Leak inspection and functional test,restricted hydraulic line,inspected valve spool movement and cleaned the valve assembly,Pilot filter,Operational test passed,5.55,7.51,51405.33,2023-03-17,Closed - Monitor,"Technician checked Swing Motor, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00549,MR-00549,EQ-0055,TECH-0261,2023-09-21,Preventive,Evening,6548,Hydraulic Cooler: Cooler restriction; observed symptom: hydraulic oil appears contaminated.,Operational test under load,worn pump components,replaced damaged seal kit and performed leak test,No replacement part,Functional test passed,9.96,6.99,16558.52,2023-10-31,Closed,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00550,MR-00550,EQ-0195,TECH-0301,2022-09-19,Condition-Based,Evening,5080,Hydraulic Tank: Pump wear; observed symptom: arm movement slow after hydraulic oil warms.,Pressure and flow measurement,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic line fittings,Test passed; monitor during next shift,11.6,7.64,19347.92,2022-10-31,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00551,MR-00551,EQ-0136,TECH-0261,2022-09-06,Corrective,Evening,7119,Hydraulic Cooler: Restricted flow; observed symptom: pilot pressure below expected range.,Pressure and flow measurement,worn pump components,tested pilot pressure and inspected pilot circuit,Pump seal kit,Functional test passed,12.2,7.3,54524.71,2022-11-24,Closed - Monitor,"Technician checked Hydraulic Cooler, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00552,MR-00552,EQ-0191,TECH-0508,2026-05-30,Inspection,Day,9837,Engine Cooling System: Line restriction; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,internal cylinder leakage,checked pressure and flow at operating temperature,Accumulator charging kit,Operational test passed,3.12,3.13,29213.73,2026-12-14,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00553,MR-00553,EQ-0014,TECH-0901,2023-10-18,Corrective,Night,5154,Accumulator: Restricted flow; observed symptom: pilot pressure below expected range.,Operational test under load,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,Operational test passed,13.1,9.85,26068.79,2023-11-28,Closed,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00554,MR-00554,EQ-0154,TECH-0304,2025-06-06,Corrective,Evening,6620,Hydraulic Tank: Air ingress; observed symptom: travel function loses power on incline.,Pressure and flow measurement,low pilot supply pressure,cleaned cooler and verified hydraulic oil temperature,Pump seal kit,Functional test passed,7.69,0.87,53623.98,2025-07-16,Closed - Monitor,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00555,MR-00555,EQ-0209,TECH-0316,2024-03-13,Corrective,Evening,1865,Engine Cooling System: Filter blockage; observed symptom: travel function loses power on incline.,Operational test under load,damaged cylinder seal,replaced restricted hydraulic filter and checked contamination source,Pilot filter,Leak test passed,9.38,0.82,8996.14,2024-04-22,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00556,MR-00556,EQ-0138,TECH-0073,2024-05-29,Condition-Based,Evening,6262,Engine Cooling System: Air ingress; observed symptom: hydraulic flow is low at operating temperature.,Visual inspection and pressure test,loss of accumulator pre-charge,checked pressure and flow at operating temperature,Return filter element,Functional test passed,5.02,5.38,42807.08,2024-09-19,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00557,MR-00557,EQ-0240,TECH-0006,2026-04-17,Inspection,Day,16560,Hydraulic Hose: Filter blockage; observed symptom: pump noise increases during operation.,Pressure and flow measurement,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Functional test passed,11.16,4.27,61659.73,2026-08-20,Closed,"Technician checked Hydraulic Hose, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00558,MR-00558,EQ-0211,TECH-0826,2023-07-16,Condition-Based,Evening,10750,Engine Cooling System: Cylinder seal wear; observed symptom: reduced digging force.,Temperature and pressure checks,high oil temperature,checked pump output and inspected for internal leakage,Hydraulic oil,Leak test passed,4.93,5.33,63298.97,2024-01-18,Closed,"Technician checked Engine Cooling System, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00559,MR-00559,EQ-0084,TECH-0216,2025-12-01,Corrective,Day,5392,Hydraulic Tank: Cylinder seal wear; observed symptom: bucket cylinder leaking externally.,Pressure and flow measurement,damaged cylinder seal,replaced damaged hose and pressure-tested the circuit,Valve O-rings,Functional test passed,14.88,0.41,33235.27,2026-04-16,Closed,"Technician checked Hydraulic Tank, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00560,MR-00560,EQ-0093,TECH-0596,2023-02-14,Corrective,Day,2674,Accumulator: Filter blockage; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,air entering suction line,checked accumulator pre-charge and restored it to service specification,Pilot filter,Leak test passed,11.69,6.61,55728.4,2023-09-02,Closed - Monitor,"Technician checked Accumulator, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00561,MR-00561,EQ-0041,TECH-0331,2024-03-08,Corrective,Evening,8373,Boom Cylinder: Internal leakage; observed symptom: pump noise increases during operation.,Filter inspection and fluid condition check,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic hose,Test passed; monitor during next shift,14.18,1.94,15999.86,2024-09-24,Closed - Monitor,"Technician checked Boom Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00562,MR-00562,EQ-0224,TECH-0604,2024-05-08,Condition-Based,Day,17988,Bucket Cylinder: External leakage; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,damaged hydraulic hose,cleaned cooler and verified hydraulic oil temperature,Cylinder seal kit,Leak test passed,11.43,3.69,66624.16,2024-11-23,Closed - Monitor,"Technician checked Bucket Cylinder, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00563,MR-00563,EQ-0090,TECH-0266,2025-06-29,Corrective,Evening,14780,Pilot Valve: Filter blockage; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,loss of accumulator pre-charge,checked pressure and flow at operating temperature,No replacement part,Pressure test passed,6.03,0.25,35874.16,2025-12-11,Closed - Monitor,"Technician checked Pilot Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00564,MR-00564,EQ-0014,TECH-0266,2022-08-06,Corrective,Evening,12727,Hydraulic Pump: Hose failure; observed symptom: hydraulic oil appears contaminated.,Leak inspection and functional test,contaminated hydraulic oil,inspected hydraulic circuit and isolated the affected component,Cylinder seal kit,Functional test passed,14.36,3.78,44054.22,2022-12-31,Closed,"Technician checked Hydraulic Pump, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00565,MR-00565,EQ-0080,TECH-0097,2023-06-11,Corrective,Night,11954,Main Control Valve: Low pilot pressure; observed symptom: boom movement slow under load.,Leak inspection and functional test,restricted hydraulic line,inspected suction line for air ingress and corrected the connection,Cylinder seal kit,Functional test passed,6.12,5.51,48981.16,2023-12-16,Closed,"Technician checked Main Control Valve, recorded the reported symptom, performed the required service action, and completed a post-service test."
SR-00566,MR-00566,EQ-0072,TECH-0076,2022-09-23,Preventive,Day,2152,Hydraulic Line: Restricted flow; observed symptom: reduced digging force.,Filter inspection and fluid condition check,damaged hydraulic hose,cleaned cooler and verified hydraulic oil temperature,Accumulator charging kit,Pressure test passed,3.44,5.74,63413.53,2023-04-20,Closed,"Technician checked Hydraulic Line, recorded the reported symptom, performed the required service action, and completed a post-service test."
