service_id,maintenance_id,equipment_id,technician_id,service_date,service_type,service_shift,meter_reading_hours,inspection_finding,diagnostic_method,root_cause_confirmed,repair_or_service_action,part_replaced,test_after_service,service_duration_hours,downtime_hours,service_cost,next_service_due,service_status,technician_notes
SR-00606,MR-00606,EQ-0154,TECH-0941,2024-05-15,Condition-Based,Night,10776,Hydraulic Filter: Valve spool binding; observed symptom: hydraulic flow is low at operating temperature.,Visual inspection and pressure test,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,Leak test passed,14.36,5.16,24949.46,2024-11-15,Closed,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00607,MR-00607,EQ-0116,TECH-0611,2024-05-15,Condition-Based,Day,12498,Pilot System: Pilot pressure drop; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic filter,Leak test passed,14.82,6.23,30047.09,2024-11-15,Completed - Monitor,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00608,MR-00608,EQ-0164,TECH-0386,2024-05-15,Preventive,Day,11206,Oil Cooler: Accumulator pressure loss; observed symptom: hydraulic oil temperature rises during continuous operation.,Filter inspection and fluid condition check,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic filter,Leak test passed,3.47,3.43,26187.79,2024-11-15,Completed - Monitor,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00609,MR-00609,EQ-0157,TECH-0812,2024-05-15,Preventive,Evening,17625,Oil Cooler: Internal pump leakage; observed symptom: hydraulic flow is low at operating temperature.,Temperature and pressure checks,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,Functional test passed,9.99,9.81,51509.14,2024-11-15,Closed,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00610,MR-00610,EQ-0240,TECH-0758,2024-05-15,Condition-Based,Day,15781,Arm Cylinder: Line restriction; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,high oil temperature,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,Operational test passed,7.71,8.21,41512.22,2024-11-15,Follow-up Required,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00611,MR-00611,EQ-0157,TECH-0371,2024-05-15,Preventive,Evening,14493,Arm Cylinder: Internal pump leakage; observed symptom: bucket cylinder leaking externally.,Filter inspection and fluid condition check,high oil temperature,replaced damaged hose and pressure-tested circuit,Cooler gasket set,Pressure test passed,11.35,1.44,18206.54,2024-11-15,Completed - Monitor,"Technician checked Arm Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00612,MR-00612,EQ-0225,TECH-0574,2024-05-15,Condition-Based,Day,10796,Hydraulic Line: Internal pump leakage; observed symptom: arm movement slow after hydraulic oil warms.,Filter inspection and fluid condition check,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic filter,Pressure test passed,6.43,3.55,53693.88,2024-11-15,Closed,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00613,MR-00613,EQ-0217,TECH-0162,2024-05-15,Preventive,Evening,13459,Accumulator: Air ingress; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Operational test passed,15.48,3.99,22299.83,2024-11-15,Completed,"Technician checked Accumulator, recorded reported symptom, performed required service action, and completed post-service test."
SR-00614,MR-00614,EQ-0136,TECH-0865,2024-05-15,Preventive,Day,5609,Travel Motor: Filter blockage; observed symptom: hydraulic flow is low at operating temperature.,Visual inspection and pressure test,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,Pressure test passed,8.35,10.83,71253.56,2024-11-15,Completed,"Technician checked Travel Motor, recorded reported symptom, performed required service action, and completed post-service test."
SR-00615,MR-00615,EQ-0234,TECH-0752,2024-05-15,Preventive,Evening,10936,Main Control Valve: Oil contamination; observed symptom: pump noise increases during operation.,Temperature and pressure checks,air entering suction line,inspected hydraulic circuit and isolated affected component,Cooler gasket set,Pressure test passed,11.42,11.58,65391.39,2024-11-15,Completed,"Technician checked Main Control Valve, recorded reported symptom, performed required service action, and completed post-service test."
SR-00616,MR-00616,EQ-0163,TECH-0929,2024-05-15,Corrective,Night,12419,Main Control Valve: Pilot pressure drop; observed symptom: travel function loses power on incline.,Filter inspection and fluid condition check,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Valve O-rings,Pressure test passed,8.23,9.86,39859.56,2024-11-15,Follow-up Required,"Technician checked Main Control Valve, recorded reported symptom, performed required service action, and completed post-service test."
SR-00617,MR-00617,EQ-0206,TECH-0283,2024-05-15,Corrective,Evening,6457,Boom Cylinder: Valve spool binding; observed symptom: arm movement slow after hydraulic oil warms.,Operational test under load,air entering suction line,replaced damaged hose and pressure-tested circuit,Cooler gasket set,Functional test passed,11.92,7.05,15974.99,2024-11-15,Closed,"Technician checked Boom Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00618,MR-00618,EQ-0227,TECH-0523,2024-05-15,Inspection,Day,2550,Hydraulic Filter: Valve spool binding; observed symptom: bucket cylinder leaking externally.,Operational test under load,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,Functional test passed,14.02,1.5,46420.04,2024-11-15,Follow-up Required,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00619,MR-00619,EQ-0218,TECH-0183,2024-05-15,Inspection,Evening,14819,Oil Cooler: Accumulator pressure loss; observed symptom: hydraulic oil temperature rises during continuous operation.,Operational test under load,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,Functional test passed,13.38,4.84,59186.41,2024-11-15,Completed,"Technician checked Oil Cooler, recorded reported symptom, performed required service action, and completed post-service test."
SR-00620,MR-00620,EQ-0225,TECH-0368,2024-05-15,Condition-Based,Day,17108,Pilot System: Pilot pressure drop; observed symptom: travel function loses power on incline.,Temperature and pressure checks,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,Operational test passed,14.62,11.49,19309.67,2024-11-15,Follow-up Required,"Technician checked Pilot System, recorded reported symptom, performed required service action, and completed post-service test."
SR-00621,MR-00621,EQ-0118,TECH-0402,2024-05-15,Corrective,Night,7788,Main Control Valve: Air ingress; observed symptom: hydraulic oil temperature rises during continuous operation.,Visual inspection and pressure test,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic oil,Pressure test passed,3.77,3.42,46827.18,2024-11-15,Closed,"Technician checked Main Control Valve, recorded reported symptom, performed required service action, and completed post-service test."
SR-00622,MR-00622,EQ-0210,TECH-0870,2024-05-15,Preventive,Night,2747,Boom Cylinder: Filter blockage; observed symptom: bucket cylinder leaking externally.,Visual inspection and pressure test,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic hose,Operational test passed,7.06,6.43,55382.21,2024-11-15,Completed,"Technician checked Boom Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
SR-00623,MR-00623,EQ-0240,TECH-0241,2024-05-15,Corrective,Evening,16228,Hydraulic Oil: Air ingress; observed symptom: pump noise increases during operation.,Visual inspection and pressure test,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cooler gasket set,Pressure test passed,10.44,10.29,18146.38,2024-11-15,Closed,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00624,MR-00624,EQ-0193,TECH-0947,2024-05-15,Preventive,Night,3112,Hydraulic Oil: Internal pump leakage; observed symptom: pump noise increases during operation.,Filter inspection and fluid condition check,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,Functional test passed,13.82,10.46,61978.28,2024-11-15,Follow-up Required,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00625,MR-00625,EQ-0178,TECH-0864,2024-05-15,Condition-Based,Night,11316,Hydraulic Line: Oil contamination; observed symptom: bucket cylinder leaking externally.,Operational test under load,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,Functional test passed,10.5,11.58,54319.35,2024-11-15,Closed,"Technician checked Hydraulic Line, recorded reported symptom, performed required service action, and completed post-service test."
SR-00626,MR-00626,EQ-0169,TECH-0209,2024-05-15,Preventive,Evening,5926,Hydraulic Filter: Accumulator pressure loss; observed symptom: hydraulic oil temperature rises during continuous operation.,Filter inspection and fluid condition check,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,Leak test passed,14.63,0.93,52493.29,2024-11-15,Completed,"Technician checked Hydraulic Filter, recorded reported symptom, performed required service action, and completed post-service test."
SR-00627,MR-00627,EQ-0130,TECH-0256,2024-05-15,Condition-Based,Evening,4709,Hydraulic Oil: Pilot pressure drop; observed symptom: pump noise increases during operation.,Visual inspection and pressure test,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,Functional test passed,4.31,2.64,23500.06,2024-11-15,Completed - Monitor,"Technician checked Hydraulic Oil, recorded reported symptom, performed required service action, and completed post-service test."
SR-00628,MR-00628,EQ-0175,TECH-0925,2024-05-15,Inspection,Night,8342,Boom Cylinder: Oil contamination; observed symptom: hydraulic oil temperature rises during continuous operation.,Temperature and pressure checks,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic hose,Pressure test passed,10.03,3.48,52609.13,2024-11-15,Completed,"Technician checked Boom Cylinder, recorded reported symptom, performed required service action, and completed post-service test."
