maintenance_id,service_id,equipment_id,equipment_type,equipment_model_class,site_id,maintenance_date,maintenance_type,priority,operating_hours,component,failure_mode,reported_symptom,probable_cause,work_performed,parts_materials,technician_id,labor_hours,downtime_hours,material_cost,labor_cost,total_cost,status
MR-00585,SR-00585,EQ-0115,Backhoe Loader,45T Class Excavator,SITE-05,2024-05-15,Corrective,Medium,2555,Hydraulic Filter,Line restriction,pump noise increases during operation,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0645,14.56,0.66,12742.5,6735.55,19478.05,Closed
MR-00586,SR-00586,EQ-0192,Hydraulic Excavator,35T Class Dozer,SITE-04,2024-05-15,Corrective,Low,8287,Pilot System,Air ingress,travel function loses power on incline,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0659,4.43,8.02,37833.9,4716.0,42549.9,Completed
MR-00587,SR-00587,EQ-0162,Wheel Loader,20T Class Excavator,SITE-02,2024-05-15,Corrective,Critical,3745,Hydraulic Line,Air ingress,travel function loses power on incline,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0791,14.46,8.21,43335.39,6351.36,49686.75,Completed
MR-00588,SR-00588,EQ-0110,Motor Grader,25T Class Dozer,SITE-07,2024-05-15,Condition-Based,Medium,16439,Arm Cylinder,Valve spool binding,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cylinder seal kit,TECH-0619,1.88,6.66,25190.53,14213.29,39403.82,Closed
MR-00589,SR-00589,EQ-0197,Motor Grader,25T Class Dozer,SITE-06,2024-05-15,Condition-Based,Low,2835,Swing Motor,Internal pump leakage,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0853,14.78,10.91,23465.48,12676.95,36142.43,Closed
MR-00590,SR-00590,EQ-0115,Crawler Dozer,25T Class Dozer,SITE-04,2024-05-15,Inspection,Critical,10840,Hydraulic Filter,Pilot pressure drop,arm movement slow after hydraulic oil warms,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0104,10.04,4.31,47555.45,9755.44,57310.89,Follow-up Required
MR-00591,SR-00591,EQ-0229,Backhoe Loader,20T Class Excavator,SITE-05,2024-05-15,Inspection,Medium,1710,Arm Cylinder,Accumulator pressure loss,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0567,3.0,11.55,64385.75,10564.08,74949.83,Follow-up Required
MR-00592,SR-00592,EQ-0103,Backhoe Loader,35T Class Dozer,SITE-07,2024-05-15,Corrective,Medium,13680,Oil Cooler,Cooler restriction,hydraulic flow is low at operating temperature,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic filter,TECH-0460,10.76,1.78,42858.17,764.17,43622.34,Follow-up Required
MR-00593,SR-00593,EQ-0150,Backhoe Loader,30T Class Excavator,SITE-03,2024-05-15,Corrective,High,15319,Bucket Cylinder,Internal pump leakage,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0221,9.51,4.57,40843.31,3730.26,44573.57,Completed - Monitor
MR-00594,SR-00594,EQ-0199,Crawler Dozer,45T Class Excavator,SITE-02,2024-05-15,Preventive,High,6068,Hydraulic Filter,Internal pump leakage,hydraulic flow is low at operating temperature,air entering suction line,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0511,13.88,0.68,28568.49,14570.93,43139.42,Closed
MR-00595,SR-00595,EQ-0105,Crawler Dozer,25T Class Dozer,SITE-07,2024-05-15,Preventive,Medium,2365,Travel Motor,Filter blockage,pump noise increases during operation,high oil temperature,inspected hydraulic circuit and isolated affected component,Valve O-rings,TECH-0497,12.18,7.05,6749.97,11645.53,18395.5,Follow-up Required
MR-00596,SR-00596,EQ-0223,Backhoe Loader,20T Class Excavator,SITE-05,2024-05-15,Inspection,High,7822,Arm Cylinder,Valve spool binding,hydraulic flow is low at operating temperature,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0929,9.51,11.96,43977.82,14063.23,58041.05,Completed
MR-00597,SR-00597,EQ-0113,Backhoe Loader,20T Class Excavator,SITE-02,2024-05-15,Corrective,Low,15727,Hydraulic Line,Pilot pressure drop,travel function loses power on incline,air entering suction line,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0315,6.03,6.05,12339.32,4548.57,16887.89,Completed - Monitor
MR-00598,SR-00598,EQ-0212,Backhoe Loader,20T Class Excavator,SITE-04,2024-05-15,Corrective,Low,7338,Hydraulic Line,Oil contamination,bucket cylinder leaking externally,air entering suction line,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0613,6.57,10.75,29287.26,9987.53,39274.79,Completed - Monitor
MR-00599,SR-00599,EQ-0143,Backhoe Loader,45T Class Excavator,SITE-08,2024-05-15,Preventive,Critical,12328,Accumulator,Cylinder seal wear,hydraulic oil temperature rises during continuous operation,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0733,11.21,4.54,32862.01,12297.41,45159.42,Completed - Monitor
MR-00600,SR-00600,EQ-0109,Backhoe Loader,35T Class Dozer,SITE-05,2024-05-15,Corrective,High,18231,Boom Cylinder,Pilot pressure drop,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Return filter element,TECH-0860,13.3,7.9,27871.58,3696.95,31568.53,Follow-up Required
MR-00601,SR-00601,EQ-0235,Motor Grader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Low,10404,Hydraulic Pump,Line restriction,arm movement slow after hydraulic oil warms,blocked cooler core,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0212,4.61,6.98,9403.74,7019.6,16423.34,Follow-up Required
MR-00602,SR-00602,EQ-0207,Crawler Dozer,35T Class Dozer,SITE-04,2024-05-15,Corrective,High,9158,Hydraulic Line,Oil contamination,arm movement slow after hydraulic oil warms,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0908,3.19,3.35,4268.63,11722.68,15991.31,Closed
MR-00603,SR-00603,EQ-0199,Hydraulic Excavator,45T Class Excavator,SITE-06,2024-05-15,Preventive,Low,15994,Hydraulic Oil,Pilot pressure drop,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Return filter element,TECH-0652,7.66,9.92,5891.05,3512.09,9403.14,Completed - Monitor
MR-00604,SR-00604,EQ-0152,Wheel Loader,45T Class Excavator,SITE-07,2024-05-15,Condition-Based,Medium,13825,Oil Cooler,Filter blockage,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0863,12.63,11.44,23357.92,1408.52,24766.44,Completed
MR-00605,SR-00605,EQ-0176,Motor Grader,20T Class Excavator,SITE-05,2024-05-15,Condition-Based,Critical,5627,Swing Motor,Valve spool binding,hydraulic oil temperature rises during continuous operation,blocked cooler core,"drained contaminated oil, flushed circuit and refilled with filtered oil",Pump seal kit,TECH-0598,2.71,7.71,48938.87,12153.18,61092.05,Completed
MR-00606,SR-00606,EQ-0154,Backhoe Loader,25T Class Dozer,SITE-02,2024-05-15,Condition-Based,Low,10776,Hydraulic Filter,Valve spool binding,hydraulic flow is low at operating temperature,air entering suction line,tested pilot pressure and inspected pilot circuit,Valve O-rings,TECH-0941,14.36,5.16,22286.08,2663.38,24949.46,Closed
MR-00607,SR-00607,EQ-0116,Crawler Dozer,25T Class Dozer,SITE-08,2024-05-15,Condition-Based,Critical,12498,Pilot System,Pilot pressure drop,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0611,14.82,6.23,26940.41,3106.68,30047.09,Completed - Monitor
MR-00608,SR-00608,EQ-0164,Crawler Dozer,45T Class Excavator,SITE-06,2024-05-15,Preventive,Low,11206,Oil Cooler,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0386,3.47,3.43,13469.3,12718.49,26187.79,Completed - Monitor
MR-00609,SR-00609,EQ-0157,Motor Grader,45T Class Excavator,SITE-06,2024-05-15,Preventive,Critical,17625,Oil Cooler,Internal pump leakage,hydraulic flow is low at operating temperature,air entering suction line,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic hose,TECH-0812,9.99,9.81,41619.94,9889.2,51509.14,Closed
MR-00610,SR-00610,EQ-0240,Motor Grader,45T Class Excavator,SITE-05,2024-05-15,Condition-Based,Low,15781,Arm Cylinder,Line restriction,bucket cylinder leaking externally,high oil temperature,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0758,7.71,8.21,40041.97,1470.25,41512.22,Follow-up Required
MR-00611,SR-00611,EQ-0157,Wheel Loader,25T Class Dozer,SITE-02,2024-05-15,Preventive,Low,14493,Arm Cylinder,Internal pump leakage,bucket cylinder leaking externally,high oil temperature,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0371,11.35,1.44,3452.56,14753.98,18206.54,Completed - Monitor
MR-00612,SR-00612,EQ-0225,Wheel Loader,35T Class Dozer,SITE-05,2024-05-15,Condition-Based,Critical,10796,Hydraulic Line,Internal pump leakage,arm movement slow after hydraulic oil warms,contaminated hydraulic oil,replaced damaged hose and pressure-tested circuit,Hydraulic filter,TECH-0574,6.43,3.55,46956.56,6737.32,53693.88,Closed
MR-00613,SR-00613,EQ-0217,Wheel Loader,20T Class Excavator,SITE-06,2024-05-15,Preventive,Low,13459,Accumulator,Air ingress,arm movement slow after hydraulic oil warms,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0162,15.48,3.99,13759.08,8540.75,22299.83,Completed
MR-00614,SR-00614,EQ-0136,Hydraulic Excavator,35T Class Dozer,SITE-07,2024-05-15,Preventive,Critical,5609,Travel Motor,Filter blockage,hydraulic flow is low at operating temperature,high oil temperature,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0865,8.35,10.83,64061.15,7192.41,71253.56,Completed
MR-00615,SR-00615,EQ-0234,Motor Grader,20T Class Excavator,SITE-05,2024-05-15,Preventive,Critical,10936,Main Control Valve,Oil contamination,pump noise increases during operation,air entering suction line,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0752,11.42,11.58,61311.1,4080.29,65391.39,Completed
MR-00616,SR-00616,EQ-0163,Hydraulic Excavator,45T Class Excavator,SITE-06,2024-05-15,Corrective,Critical,12419,Main Control Valve,Pilot pressure drop,travel function loses power on incline,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Valve O-rings,TECH-0929,8.23,9.86,35085.22,4774.34,39859.56,Follow-up Required
MR-00617,SR-00617,EQ-0206,Hydraulic Excavator,30T Class Excavator,SITE-02,2024-05-15,Corrective,Medium,6457,Boom Cylinder,Valve spool binding,arm movement slow after hydraulic oil warms,air entering suction line,replaced damaged hose and pressure-tested circuit,Cooler gasket set,TECH-0283,11.92,7.05,8939.63,7035.36,15974.99,Closed
MR-00618,SR-00618,EQ-0227,Hydraulic Excavator,20T Class Excavator,SITE-03,2024-05-15,Inspection,Medium,2550,Hydraulic Filter,Valve spool binding,bucket cylinder leaking externally,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0523,14.02,1.5,36946.93,9473.11,46420.04,Follow-up Required
MR-00619,SR-00619,EQ-0218,Backhoe Loader,25T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,14819,Oil Cooler,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,damaged cylinder seal,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic oil,TECH-0183,13.38,4.84,44306.91,14879.5,59186.41,Completed
MR-00620,SR-00620,EQ-0225,Crawler Dozer,20T Class Excavator,SITE-04,2024-05-15,Condition-Based,High,17108,Pilot System,Pilot pressure drop,travel function loses power on incline,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0368,14.62,11.49,10502.84,8806.83,19309.67,Follow-up Required
MR-00621,SR-00621,EQ-0118,Hydraulic Excavator,45T Class Excavator,SITE-05,2024-05-15,Corrective,Medium,7788,Main Control Valve,Air ingress,hydraulic oil temperature rises during continuous operation,contaminated hydraulic oil,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0402,3.77,3.42,46171.43,655.75,46827.18,Closed
MR-00622,SR-00622,EQ-0210,Wheel Loader,25T Class Dozer,SITE-05,2024-05-15,Preventive,Critical,2747,Boom Cylinder,Filter blockage,bucket cylinder leaking externally,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic hose,TECH-0870,7.06,6.43,45447.31,9934.9,55382.21,Completed
MR-00623,SR-00623,EQ-0240,Motor Grader,20T Class Excavator,SITE-07,2024-05-15,Corrective,High,16228,Hydraulic Oil,Air ingress,pump noise increases during operation,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0241,10.44,10.29,9703.78,8442.6,18146.38,Closed
MR-00624,SR-00624,EQ-0193,Crawler Dozer,45T Class Excavator,SITE-06,2024-05-15,Preventive,High,3112,Hydraulic Oil,Internal pump leakage,pump noise increases during operation,loss of accumulator pre-charge,replaced damaged hose and pressure-tested circuit,Valve O-rings,TECH-0947,13.82,10.46,54536.02,7442.26,61978.28,Follow-up Required
MR-00625,SR-00625,EQ-0178,Hydraulic Excavator,20T Class Excavator,SITE-08,2024-05-15,Condition-Based,High,11316,Hydraulic Line,Oil contamination,bucket cylinder leaking externally,high oil temperature,replaced damaged hose and pressure-tested circuit,Hydraulic oil,TECH-0864,10.5,11.58,51806.5,2512.85,54319.35,Closed
MR-00626,SR-00626,EQ-0169,Wheel Loader,20T Class Excavator,SITE-04,2024-05-15,Preventive,Low,5926,Hydraulic Filter,Accumulator pressure loss,hydraulic oil temperature rises during continuous operation,loss of accumulator pre-charge,inspected hydraulic circuit and isolated affected component,Cylinder seal kit,TECH-0209,14.63,0.93,46038.46,6454.83,52493.29,Completed
MR-00627,SR-00627,EQ-0130,Hydraulic Excavator,25T Class Dozer,SITE-07,2024-05-15,Condition-Based,Low,4709,Hydraulic Oil,Pilot pressure drop,pump noise increases during operation,loss of accumulator pre-charge,"drained contaminated oil, flushed circuit and refilled with filtered oil",Hydraulic filter,TECH-0256,4.31,2.64,18492.54,5007.52,23500.06,Completed - Monitor
MR-00628,SR-00628,EQ-0175,Hydraulic Excavator,20T Class Excavator,SITE-06,2024-05-15,Inspection,Critical,8342,Boom Cylinder,Oil contamination,hydraulic oil temperature rises during continuous operation,blocked cooler core,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0925,10.03,3.48,39603.41,13005.72,52609.13,Completed
MR-00629,SR-00629,EQ-0175,Backhoe Loader,35T Class Dozer,SITE-07,2024-05-15,Inspection,High,7002,Swing Motor,Air ingress,travel function loses power on incline,loss of accumulator pre-charge,tested pilot pressure and inspected pilot circuit,Hydraulic oil,TECH-0584,14.09,4.95,33445.42,11343.04,44788.46,Closed
MR-00630,SR-00630,EQ-0118,Backhoe Loader,30T Class Excavator,SITE-08,2024-05-15,Corrective,Critical,3253,Swing Motor,Accumulator pressure loss,arm movement slow after hydraulic oil warms,high oil temperature,tested pilot pressure and inspected pilot circuit,Hydraulic hose,TECH-0184,3.69,9.88,61215.64,13619.2,74834.84,Closed
MR-00631,SR-00631,EQ-0144,Motor Grader,45T Class Excavator,SITE-05,2024-05-15,Preventive,High,12686,Swing Motor,Valve spool binding,hydraulic flow is low at operating temperature,air entering suction line,inspected hydraulic circuit and isolated affected component,Hydraulic oil,TECH-0967,6.78,8.19,25404.36,6320.0,31724.36,Follow-up Required
MR-00632,SR-00632,EQ-0151,Motor Grader,20T Class Excavator,SITE-05,2024-05-15,Corrective,Low,3335,Main Control Valve,Cylinder seal wear,pump noise increases during operation,high oil temperature,"drained contaminated oil, flushed circuit and refilled with filtered oil",Cooler gasket set,TECH-0965,5.47,7.66,9001.57,6720.73,15722.3,Closed
MR-00633,SR-00633,EQ-0154,Wheel Loader,25T Class Dozer,SITE-01,2024-05-15,Inspection,Critical,17683,Accumulator,Pilot pressure drop,hydraulic flow is low at operating temperature,contaminated hydraulic oil,inspected hydraulic circuit and isolated affected component,Cooler gasket set,TECH-0342,11.32,4.86,61603.44,13725.87,75329.31,Completed
MR-00634,SR-00634,EQ-0157,Backhoe Loader,25T Class Dozer,SITE-02,2024-05-15,Preventive,Medium,4587,Main Control Valve,Air ingress,travel function loses power on incline,high oil temperature,replaced damaged hose and pressure-tested circuit,Return filter element,TECH-0314,10.67,1.89,51873.69,14859.4,66733.09,Completed - Monitor
MR-00635,SR-00635,EQ-0138,Hydraulic Excavator,30T Class Excavator,SITE-06,2024-05-15,Preventive,Critical,12675,Boom Cylinder,Internal pump leakage,arm movement slow after hydraulic oil warms,blocked cooler core,tested pilot pressure and inspected pilot circuit,Cooler gasket set,TECH-0565,6.12,9.72,31751.18,14665.28,46416.46,Closed
